,site,sales,period_of_day,headcount
484,site1,158.83580759659858,afternoon,3.0
485,site1,147.54381064883881,afternoon,2.0
486,site1,160.6248637041028,afternoon,3.0
487,site1,149.53506124091336,afternoon,2.0
488,site1,145.56475643627755,afternoon,2.0
489,site1,147.5527552287757,afternoon,2.0
490,site1,144.71401704489597,afternoon,2.0
491,site1,147.70442523459317,afternoon,2.0
492,site1,137.84381806195142,afternoon,2.0
493,site1,166.82972269254705,afternoon,4.0
494,site1,144.68814384724126,afternoon,2.0
495,site1,164.24781540215824,afternoon,4.0
496,site1,143.8704225022901,afternoon,2.0
497,site1,155.4664709073723,afternoon,3.0
498,site1,142.28017419249525,afternoon,2.0
499,site1,156.34296880665417,afternoon,3.0
500,site1,140.64822153704662,afternoon,2.0
501,site1,144.52244859992953,afternoon,2.0
502,site1,145.17706190016824,afternoon,2.0
503,site1,137.1869092543536,afternoon,2.0
504,site1,166.0334600563002,afternoon,4.0
505,site1,166.6064637795056,afternoon,4.0
506,site1,150.10419532043778,afternoon,2.0
507,site1,138.8227024081632,afternoon,2.0
508,site1,154.77439292627977,afternoon,3.0
509,site1,140.3938114968575,afternoon,2.0
510,site1,152.48984205945922,afternoon,3.0
511,site1,138.2448477077045,afternoon,2.0
512,site1,160.50000988956606,afternoon,3.0
513,site1,151.82001678073445,afternoon,3.0
514,site1,148.8864480861874,afternoon,2.0
515,site1,160.28797915601064,afternoon,3.0
516,site1,143.9515067482904,afternoon,2.0
517,site1,151.2248070610464,afternoon,3.0
518,site1,147.40784543815977,afternoon,2.0
519,site1,144.78619953773676,afternoon,2.0
520,site1,156.936176114315,afternoon,3.0
521,site1,145.02765343797682,afternoon,2.0
522,site1,167.2703277122597,afternoon,4.0
523,site1,145.06021597360254,afternoon,2.0
524,site1,144.5248156895775,afternoon,2.0
525,site1,136.4409125073174,afternoon,2.0
526,site1,146.06296486065148,afternoon,2.0
527,site1,171.27733236768103,afternoon,4.0
528,site1,146.17527703462406,afternoon,2.0
529,site1,137.60292665459716,afternoon,2.0
530,site1,149.13312797507288,afternoon,2.0
531,site1,156.00665052342535,afternoon,3.0
532,site1,173.05022701449664,afternoon,4.0
533,site1,170.69259755189273,afternoon,4.0
534,site1,141.6919845158176,afternoon,2.0
535,site1,145.81088738215095,afternoon,2.0
536,site1,159.30859740028257,afternoon,3.0
537,site1,138.90836669105713,afternoon,2.0
538,site1,157.74147183341913,afternoon,3.0
539,site1,148.59943077699498,afternoon,2.0
540,site1,167.80507048445662,afternoon,4.0
541,site1,140.34489699991997,afternoon,2.0
542,site1,135.27193830327644,afternoon,2.0
543,site1,143.6428742815448,afternoon,2.0
544,site1,150.67658794369393,afternoon,3.0
545,site1,167.3824426330878,afternoon,4.0
546,site1,155.1187524044763,afternoon,3.0
547,site1,144.24107544810192,afternoon,2.0
548,site1,125.42559780750773,afternoon,2.0
549,site1,150.33720641592086,afternoon,3.0
550,site1,147.62691139528343,afternoon,2.0
551,site1,156.33051893233633,afternoon,3.0
552,site1,158.20263191474356,afternoon,3.0
553,site1,151.41611900395853,afternoon,3.0
554,site1,144.98842750326688,afternoon,2.0
555,site1,156.58782631071125,afternoon,3.0
556,site1,146.49064714176,afternoon,2.0
557,site1,139.43289372764534,afternoon,2.0
558,site1,158.5712124065275,afternoon,3.0
559,site1,156.67403481953178,afternoon,3.0
560,site1,152.774047645658,afternoon,3.0
561,site1,128.43551616297444,afternoon,2.0
562,site1,143.4401868060966,afternoon,2.0
563,site1,165.43734526537557,afternoon,4.0
564,site1,159.59015452470544,afternoon,3.0
565,site1,149.72910155283427,afternoon,2.0
566,site1,127.07886944056361,afternoon,2.0
567,site1,147.82110842300824,afternoon,2.0
568,site1,157.14816355688106,afternoon,3.0
569,site1,135.97188757584152,afternoon,2.0
570,site1,166.70005361769216,afternoon,4.0
571,site1,151.38212117370344,afternoon,3.0
572,site1,146.73423653816494,afternoon,2.0
573,site1,132.03105486457332,afternoon,2.0
574,site1,153.68869585494411,afternoon,3.0
575,site1,146.04729938948313,afternoon,2.0
576,site1,173.20786549896914,afternoon,4.0
577,site1,158.83001535292266,afternoon,3.0
578,site1,144.05057601100472,afternoon,2.0
579,site1,146.03250826253552,afternoon,2.0
580,site1,151.3446571009427,afternoon,3.0
581,site1,153.41988085466463,afternoon,3.0
582,site1,134.33349655740153,afternoon,2.0
583,site1,151.4261584525349,afternoon,3.0
584,site1,150.490545098277,afternoon,3.0
585,site1,145.20321642037808,afternoon,2.0
586,site1,141.9570070852807,afternoon,2.0
587,site1,137.66454977283468,afternoon,2.0
588,site1,156.27999861210716,afternoon,3.0
589,site1,141.98486499679856,afternoon,2.0
590,site1,172.09291297831678,afternoon,4.0
591,site1,149.59157200789357,afternoon,2.0
592,site1,163.84028031702664,afternoon,4.0
593,site1,136.7217665330821,afternoon,2.0
594,site1,144.22660036364292,afternoon,2.0
595,site1,151.18496624799667,afternoon,3.0
596,site1,168.2755214650736,afternoon,4.0
597,site1,149.07267015510882,afternoon,2.0
598,site1,137.41514583394766,afternoon,2.0
599,site1,142.19379525448008,afternoon,2.0
600,site1,163.67808958948558,afternoon,4.0
601,site1,143.34534602774568,afternoon,2.0
602,site1,148.23704883791027,afternoon,2.0
603,site1,150.6390281224058,afternoon,3.0
604,site1,146.57702434840897,afternoon,2.0
605,site1,151.6540042189505,afternoon,3.0
606,site1,160.51091362910603,afternoon,3.0
607,site1,149.4057626012855,afternoon,2.0
608,site1,133.6738642905854,afternoon,2.0
609,site1,144.138179361332,afternoon,2.0
610,site1,166.67716056335405,afternoon,4.0
611,site1,144.27898915766073,afternoon,2.0
612,site1,159.2816437621825,afternoon,3.0
613,site1,136.01006882204604,afternoon,2.0
614,site1,143.59663421731048,afternoon,2.0
615,site1,148.12510666894033,afternoon,2.0
616,site1,148.8471414409236,afternoon,2.0
617,site1,146.98491727862304,afternoon,2.0
618,site1,147.70690886648552,afternoon,2.0
619,site1,146.754919814098,afternoon,2.0
620,site1,138.65459850179894,afternoon,2.0
621,site1,159.99350749980786,afternoon,3.0
622,site1,151.3300558552085,afternoon,3.0
623,site1,143.03872093779782,afternoon,2.0
624,site1,147.62242618346062,afternoon,2.0
625,site1,144.4758490887405,afternoon,2.0
626,site1,158.35182477946623,afternoon,3.0
627,site1,149.17420487052323,afternoon,2.0
628,site1,135.73694673207802,afternoon,2.0
629,site1,155.433061249401,afternoon,3.0
630,site1,149.86068353489776,afternoon,2.0
631,site1,148.69821379612281,afternoon,2.0
632,site1,147.3336424148347,afternoon,2.0
633,site1,151.50071219459065,afternoon,3.0
634,site1,147.09341277119998,afternoon,2.0
635,site1,150.44896749978454,afternoon,3.0
636,site1,168.6796820781565,afternoon,4.0
637,site1,153.2841974184893,afternoon,3.0
638,site1,159.38119988443222,afternoon,3.0
639,site1,157.31938895686648,afternoon,3.0
640,site1,141.96162622088292,afternoon,2.0
641,site1,155.2162878633124,afternoon,3.0
642,site1,134.71311899567272,afternoon,2.0
643,site1,151.85877203294,afternoon,3.0
644,site1,165.22295193909423,afternoon,4.0
645,site1,164.80704475494832,afternoon,4.0
646,site1,158.8191446339728,afternoon,3.0
647,site1,154.2905423527569,afternoon,3.0
648,site1,146.34302590583798,afternoon,2.0
649,site1,166.0987722569238,afternoon,4.0
650,site1,142.3606961361455,afternoon,2.0
651,site1,141.06734806245683,afternoon,2.0
652,site1,144.79031146575466,afternoon,2.0
653,site1,148.53642180714806,afternoon,2.0
654,site1,146.0182988884992,afternoon,2.0
655,site1,153.25409237264174,afternoon,3.0
656,site1,140.1929692790876,afternoon,2.0
657,site1,161.1142953676905,afternoon,3.0
658,site1,148.8135207794896,afternoon,2.0
659,site1,145.28949339516768,afternoon,2.0
660,site1,159.64855487771803,afternoon,3.0
661,site1,150.04228121259263,afternoon,2.0
662,site1,151.10108264651208,afternoon,3.0
663,site1,134.0280718999197,afternoon,2.0
664,site1,138.8271252267888,afternoon,2.0
665,site1,136.59557036883797,afternoon,2.0
666,site1,149.38106319454272,afternoon,2.0
667,site1,146.25077383415868,afternoon,2.0
668,site1,153.2987167221848,afternoon,3.0
669,site1,129.5104539587103,afternoon,2.0
670,site1,149.4506600077172,afternoon,2.0
671,site1,154.90982058452846,afternoon,3.0
672,site1,146.77276648106562,afternoon,2.0
673,site1,148.717789531995,afternoon,2.0
674,site1,134.10485874840586,afternoon,2.0
675,site1,152.0681143288793,afternoon,3.0
676,site1,133.52514637094748,afternoon,2.0
677,site1,164.5950332407146,afternoon,4.0
678,site1,163.2510374226937,afternoon,4.0
679,site1,146.8122396154879,afternoon,2.0
680,site1,133.5391693090018,afternoon,2.0
681,site1,155.5500546038019,afternoon,3.0
682,site1,148.95514783849376,afternoon,2.0
683,site1,141.45621099493255,afternoon,2.0
684,site1,146.82544502895422,afternoon,2.0
685,site1,154.55945728207618,afternoon,3.0
686,site1,152.15808292644752,afternoon,3.0
687,site1,149.42168608153509,afternoon,2.0
688,site1,142.99021310714826,afternoon,2.0
689,site1,148.10862179144516,afternoon,2.0
690,site1,166.78186366934062,afternoon,4.0
691,site1,154.74603236573378,afternoon,3.0
692,site1,163.73992965337254,afternoon,4.0
693,site1,139.63559706549304,afternoon,2.0
694,site1,146.55896986213702,afternoon,2.0
695,site1,165.22669941466012,afternoon,4.0
696,site1,158.336980969357,afternoon,3.0
697,site1,152.12069512045997,afternoon,3.0
698,site1,153.67098563981912,afternoon,3.0
699,site1,168.06772962121494,afternoon,4.0
700,site1,138.15211943158926,afternoon,2.0
701,site1,150.25224603659083,afternoon,3.0
702,site1,144.9935466541808,afternoon,2.0
703,site1,164.63232965881195,afternoon,4.0
704,site1,139.57517308936153,afternoon,2.0
705,site1,149.89099334622298,afternoon,2.0
706,site1,151.54405272863477,afternoon,3.0
707,site1,143.8492530839027,afternoon,2.0
708,site1,142.85806078087185,afternoon,2.0
709,site1,154.24070982889714,afternoon,3.0
710,site1,152.10212446238043,afternoon,3.0
711,site1,160.41640467879216,afternoon,3.0
712,site1,141.73610269373097,afternoon,2.0
713,site1,150.78055011115765,afternoon,3.0
714,site1,166.07852138400355,afternoon,4.0
715,site1,139.4618585150351,afternoon,2.0
716,site1,139.9337874359701,afternoon,2.0
717,site1,175.04941567354092,afternoon,4.0
718,site1,160.30144446007208,afternoon,3.0
719,site1,137.03532520661804,afternoon,2.0
720,site1,125.99860415579374,afternoon,2.0
721,site1,144.61808588440766,afternoon,2.0
722,site1,167.82265415789576,afternoon,4.0
723,site1,152.88916215372572,afternoon,3.0
724,site1,154.52784462660858,afternoon,3.0
725,site1,149.97624338588903,afternoon,2.0
726,site1,153.7549365691526,afternoon,3.0
727,site1,156.97591722940751,afternoon,3.0
728,site1,142.8305966660158,afternoon,2.0
729,site1,159.74403778807016,afternoon,3.0
730,site1,140.89583826329272,afternoon,2.0
731,site1,156.71545309707685,afternoon,3.0
732,site1,153.03429473516795,afternoon,3.0
733,site1,153.47871462330787,afternoon,3.0
734,site1,155.40349134261683,afternoon,3.0
735,site1,147.26293992399945,afternoon,2.0
736,site1,144.61308218647426,afternoon,2.0
737,site1,145.44762181728296,afternoon,2.0
738,site1,149.65433079677862,afternoon,2.0
739,site1,141.0743582545813,afternoon,2.0
740,site1,130.1707715040094,afternoon,2.0
741,site1,150.55793689229475,afternoon,3.0
742,site1,167.87213179312687,afternoon,4.0
743,site1,150.6692972185616,afternoon,3.0
744,site1,148.21033293810598,afternoon,2.0
745,site1,148.1836128184215,afternoon,2.0
746,site1,154.39658972684543,afternoon,3.0
747,site1,165.1172272654738,afternoon,4.0
748,site1,150.46521592729454,afternoon,3.0
749,site1,163.8033038789101,afternoon,4.0
750,site1,143.24739040638534,afternoon,2.0
751,site1,145.30498899968205,afternoon,2.0
752,site1,150.09992777273675,afternoon,2.0
753,site1,139.5799006777822,afternoon,2.0
754,site1,160.950641438153,afternoon,3.0
755,site1,158.4022806853237,afternoon,3.0
756,site1,158.8787848387959,afternoon,3.0
757,site1,140.21428738288154,afternoon,2.0
758,site1,155.95105354590146,afternoon,3.0
759,site1,146.86134964915314,afternoon,2.0
760,site1,144.82333071254064,afternoon,2.0
761,site1,147.30303933171945,afternoon,2.0
762,site1,162.19543370524988,afternoon,3.0
763,site1,135.665326915368,afternoon,2.0
764,site1,156.12083068009025,afternoon,3.0
765,site1,153.05238784605012,afternoon,3.0
766,site1,151.18297737690108,afternoon,3.0
767,site1,145.54169836079058,afternoon,2.0
768,site1,157.224265443392,afternoon,3.0
769,site1,150.31387226143838,afternoon,3.0
770,site1,145.04200454190956,afternoon,2.0
771,site1,161.93130336064522,afternoon,3.0
772,site1,151.6815771019994,afternoon,3.0
773,site1,149.54705982478455,afternoon,2.0
774,site1,147.18481594761084,afternoon,2.0
775,site1,143.7713950796753,afternoon,2.0
776,site1,149.4600704853955,afternoon,2.0
777,site1,153.51377594164512,afternoon,3.0
778,site1,145.74324691548495,afternoon,2.0
779,site1,139.0422614835284,afternoon,2.0
780,site1,152.26991219512914,afternoon,3.0
781,site1,142.4069202236086,afternoon,2.0
782,site1,171.6089232107428,afternoon,4.0
783,site1,149.2051228602206,afternoon,2.0
784,site1,124.18977813830864,afternoon,2.0
785,site1,159.60417834536244,afternoon,3.0
786,site1,142.73365067965628,afternoon,2.0
787,site1,157.9408543306219,afternoon,3.0
788,site1,154.5385580895465,afternoon,3.0
789,site1,152.26369100612493,afternoon,3.0
790,site1,152.28926987756267,afternoon,3.0
791,site1,159.59634329583827,afternoon,3.0
792,site1,157.46679613191301,afternoon,3.0
793,site1,176.6664525752641,afternoon,5.0
794,site1,157.97475046333687,afternoon,3.0
795,site1,150.1179704915612,afternoon,2.0
796,site1,144.81267849645533,afternoon,2.0
797,site1,148.4198852307103,afternoon,2.0
798,site1,153.25084396914727,afternoon,3.0
799,site1,147.40654191569448,afternoon,2.0
800,site1,157.26069186852675,afternoon,3.0
801,site1,132.46117533775728,afternoon,2.0
802,site1,163.83997015061,afternoon,4.0
803,site1,148.09687747626026,afternoon,2.0
804,site1,151.15139134244936,afternoon,3.0
805,site1,141.04827567740966,afternoon,2.0
806,site1,147.43748896547245,afternoon,2.0
807,site1,136.80187117381067,afternoon,2.0
808,site1,165.08877335701217,afternoon,4.0
809,site1,150.59850261374208,afternoon,3.0
810,site1,145.2653325027418,afternoon,2.0
811,site1,153.28468291308735,afternoon,3.0
812,site1,146.47324826650689,afternoon,2.0
813,site1,142.75438836425502,afternoon,2.0
814,site1,166.89241824004057,afternoon,4.0
815,site1,158.18246351992417,afternoon,3.0
816,site1,153.73406356440523,afternoon,3.0
817,site1,152.8830311406518,afternoon,3.0
818,site1,156.65567537312216,afternoon,3.0
819,site1,141.7218517991186,afternoon,2.0
820,site1,157.40102854983957,afternoon,3.0
821,site1,134.88575944783494,afternoon,2.0
822,site1,141.7303498902608,afternoon,2.0
823,site1,172.58118226637313,afternoon,4.0
824,site1,140.44426283382825,afternoon,2.0
825,site1,155.52182835287874,afternoon,3.0
826,site1,141.3164932367192,afternoon,2.0
827,site1,152.69974842661716,afternoon,3.0
828,site1,157.19549336240843,afternoon,3.0
829,site1,156.766784889823,afternoon,3.0
830,site1,130.5416931503634,afternoon,2.0
831,site1,158.69730065771319,afternoon,3.0
832,site1,144.32613484968994,afternoon,2.0
833,site1,145.98293201480655,afternoon,2.0
834,site1,155.87775530448923,afternoon,3.0
835,site1,140.78972561175618,afternoon,2.0
836,site1,138.89507296429412,afternoon,2.0
837,site1,124.68766724368209,afternoon,2.0
838,site1,147.23970895522382,afternoon,2.0
839,site1,157.8930412189745,afternoon,3.0
840,site1,157.6300964014307,afternoon,3.0
841,site1,126.0859340113983,afternoon,2.0
842,site1,145.01775333185552,afternoon,2.0
843,site1,160.7345935601417,afternoon,3.0
844,site1,161.5636532544113,afternoon,3.0
845,site1,142.50722280030698,afternoon,2.0
846,site1,149.62993537757876,afternoon,2.0
847,site1,138.79175323181846,afternoon,2.0
848,site1,154.29290328308122,afternoon,3.0
849,site1,150.88016059763711,afternoon,3.0
850,site1,150.90994835450869,afternoon,3.0
851,site1,145.7433310521258,afternoon,2.0
852,site1,150.39700893404236,afternoon,3.0
853,site1,157.68619309269977,afternoon,3.0
854,site1,143.47417695732616,afternoon,2.0
855,site1,137.6271204774319,afternoon,2.0
856,site1,140.70107640654246,afternoon,2.0
857,site1,155.61636946397698,afternoon,3.0
858,site1,134.09187481573775,afternoon,2.0
859,site1,152.86570053220575,afternoon,3.0
860,site1,157.42883579899993,afternoon,3.0
861,site1,126.89451113299761,afternoon,2.0
862,site1,149.11300109637165,afternoon,2.0
863,site1,150.52509561278288,afternoon,3.0
864,site1,140.1471293036005,afternoon,2.0
865,site1,141.4936878583532,afternoon,2.0
866,site1,138.97061011144905,afternoon,2.0
867,site1,154.3469159733446,afternoon,3.0
868,site1,151.54237114601742,afternoon,3.0
869,site1,146.54201646028287,afternoon,2.0
870,site1,142.10968460822758,afternoon,2.0
871,site1,157.58010441187366,afternoon,3.0
872,site1,156.03717250962004,afternoon,3.0
873,site1,146.5542588099948,afternoon,2.0
874,site1,163.87397009970718,afternoon,4.0
875,site1,152.71967997912827,afternoon,3.0
876,site1,154.38061357378092,afternoon,3.0
877,site1,141.96160509932417,afternoon,2.0
878,site1,150.37215058438522,afternoon,3.0
879,site1,144.88617161819107,afternoon,2.0
880,site1,154.7748113452691,afternoon,3.0
881,site1,150.49759747160024,afternoon,3.0
882,site1,153.9788176632327,afternoon,3.0
883,site1,159.35105753632735,afternoon,3.0
884,site1,143.68078144211856,afternoon,2.0
885,site1,151.39903984862417,afternoon,3.0
886,site1,143.36016542016696,afternoon,2.0
887,site1,134.1060158174009,afternoon,2.0
888,site1,168.10034481716104,afternoon,4.0
889,site1,141.060366937225,afternoon,2.0
890,site1,164.72083502848608,afternoon,4.0
891,site1,141.76155060753234,afternoon,2.0
892,site1,134.09858118793238,afternoon,2.0
893,site1,140.5274550105457,afternoon,2.0
894,site1,144.54631789448177,afternoon,2.0
895,site1,141.59037545396896,afternoon,2.0
896,site1,161.00001542492845,afternoon,3.0
897,site1,146.89082816696887,afternoon,2.0
898,site1,145.66161642686095,afternoon,2.0
899,site1,143.5824531193145,afternoon,2.0
900,site1,150.13680948514696,afternoon,2.0
901,site1,138.11770409132276,afternoon,2.0
902,site1,169.3714647429757,afternoon,4.0
903,site1,147.73726372573174,afternoon,2.0
904,site1,139.58553902106124,afternoon,2.0
905,site1,144.40130717825662,afternoon,2.0
906,site1,133.4535300858512,afternoon,2.0
907,site1,154.0124763278988,afternoon,3.0
908,site1,137.56941323495488,afternoon,2.0
909,site1,150.79667417514352,afternoon,3.0
910,site1,137.53092648000424,afternoon,2.0
911,site1,144.35769172771387,afternoon,2.0
912,site1,145.23618077044185,afternoon,2.0
913,site1,164.99799014952552,afternoon,4.0
914,site1,157.95486775885766,afternoon,3.0
915,site1,143.2389877148051,afternoon,2.0
916,site1,147.28763287968826,afternoon,2.0
917,site1,142.74098317013488,afternoon,2.0
918,site1,153.4425912619465,afternoon,3.0
919,site1,161.36410807850072,afternoon,3.0
920,site1,148.91685049195453,afternoon,2.0
921,site1,161.36444033058075,afternoon,3.0
922,site1,155.452199143642,afternoon,3.0
923,site1,147.76321377300022,afternoon,2.0
924,site1,145.49602376765327,afternoon,2.0
925,site1,164.22304800501757,afternoon,4.0
926,site1,130.82122548580608,afternoon,2.0
927,site1,147.94171395449555,afternoon,2.0
928,site1,153.93282316655225,afternoon,3.0
929,site1,134.68990644262868,afternoon,2.0
930,site1,161.9088468618095,afternoon,3.0
931,site1,138.27349972630122,afternoon,2.0
932,site1,171.13223940906073,afternoon,4.0
933,site1,142.46408574773216,afternoon,2.0
934,site1,163.35404529717562,afternoon,4.0
935,site1,151.74064088513194,afternoon,3.0
936,site1,140.89814124491483,afternoon,2.0
937,site1,145.11507687828936,afternoon,2.0
938,site1,168.9671853125061,afternoon,4.0
939,site1,140.71215758724662,afternoon,2.0
940,site1,158.4431525764221,afternoon,3.0
941,site1,169.34050396112366,afternoon,4.0
942,site1,152.71450724808736,afternoon,3.0
943,site1,142.32599346852012,afternoon,2.0
944,site1,146.86282143787085,afternoon,2.0
945,site1,144.73098079834676,afternoon,2.0
946,site1,143.0334602676529,afternoon,2.0
947,site1,155.33570095656881,afternoon,3.0
948,site1,149.721881484816,afternoon,2.0
949,site1,134.6126349168482,afternoon,2.0
950,site1,146.09761036298136,afternoon,2.0
951,site1,175.6590796267514,afternoon,5.0
952,site1,154.65871615052143,afternoon,3.0
953,site1,146.19621437063154,afternoon,2.0
954,site1,142.13123245639233,afternoon,2.0
955,site1,159.2692969254426,afternoon,3.0
956,site1,141.8747399935443,afternoon,2.0
957,site1,147.85245824918937,afternoon,2.0
958,site1,155.41971567957975,afternoon,3.0
959,site1,140.19847217959003,afternoon,2.0
960,site1,151.87008416365197,afternoon,3.0
961,site1,136.9898312568639,afternoon,2.0
962,site1,159.36397732546698,afternoon,3.0
963,site1,153.58017140665234,afternoon,3.0
964,site1,139.18892795556948,afternoon,2.0
965,site1,173.9759977183087,afternoon,4.0
966,site1,152.8141995065668,afternoon,3.0
967,site1,148.08314872322663,afternoon,2.0
968,site1,140.76790760246635,afternoon,2.0
969,site1,143.35396531046084,afternoon,2.0
970,site1,149.95194558521308,afternoon,2.0
971,site1,154.7616189110314,afternoon,3.0
972,site1,145.29505577392095,afternoon,2.0
973,site1,141.74040793163817,afternoon,2.0
974,site1,156.42300134725923,afternoon,3.0
975,site1,144.19066793944725,afternoon,2.0
976,site1,150.72224000378202,afternoon,3.0
977,site1,146.2470681620195,afternoon,2.0
978,site1,145.55136029455338,afternoon,2.0
979,site1,165.14607728831834,afternoon,4.0
980,site1,143.3397104685701,afternoon,2.0
981,site1,139.25183934140168,afternoon,2.0
982,site1,149.6676879256517,afternoon,2.0
983,site1,135.57285851002123,afternoon,2.0
984,site1,150.75944862715477,afternoon,3.0
985,site1,140.19395269302282,afternoon,2.0
986,site1,145.1435033797042,afternoon,2.0
987,site1,149.97280229531611,afternoon,2.0
988,site1,160.17364917995053,afternoon,3.0
989,site1,144.66959219463612,afternoon,2.0
990,site1,146.2085243601489,afternoon,2.0
991,site1,155.38638168685665,afternoon,3.0
992,site1,133.65860346741704,afternoon,2.0
993,site1,154.95464191132555,afternoon,3.0
994,site1,148.49944651654977,afternoon,2.0
995,site1,133.03600948763355,afternoon,2.0
996,site1,150.5885506131588,afternoon,3.0
997,site1,158.72741090821125,afternoon,3.0
998,site1,166.2354284739631,afternoon,4.0
999,site1,140.4993037168663,afternoon,2.0
0,site1,154.3020976819025,afternoon,3.0
1,site1,156.39054883635035,afternoon,3.0
2,site1,166.2789463318473,afternoon,4.0
3,site1,145.70909898921303,afternoon,2.0
4,site1,151.4215867225076,afternoon,3.0
5,site1,158.63888738151104,afternoon,3.0
6,site1,149.48150591778258,afternoon,2.0
7,site1,120.32089397631972,afternoon,2.0
8,site1,174.34396041549536,afternoon,4.0
9,site1,172.60446979243858,afternoon,4.0
10,site1,147.45071028427205,afternoon,2.0
11,site1,159.30661841256958,afternoon,3.0
12,site1,163.46672656309252,afternoon,4.0
13,site1,144.5852616365522,afternoon,2.0
14,site1,130.12534211316637,afternoon,2.0
15,site1,139.2623711961962,afternoon,2.0
16,site1,137.40433581498806,afternoon,2.0
17,site1,152.1852397815587,afternoon,3.0
18,site1,165.91002680206623,afternoon,4.0
19,site1,143.53647557794724,afternoon,2.0
20,site1,160.46420462573732,afternoon,3.0
21,site1,169.9651179734767,afternoon,4.0
22,site1,168.58606478823856,afternoon,4.0
23,site1,158.77615424230342,afternoon,3.0
24,site1,160.04586543858244,afternoon,3.0
25,site1,123.10928416636192,afternoon,2.0
26,site1,145.97330035766686,afternoon,2.0
27,site1,166.22769899226296,afternoon,4.0
28,site1,146.0996803809513,afternoon,2.0
29,site1,165.88018417679453,afternoon,4.0
30,site1,131.48489908769164,afternoon,2.0
31,site1,141.90483188471308,afternoon,2.0
32,site1,138.62233959129665,afternoon,2.0
33,site1,136.4499216682938,afternoon,2.0
34,site1,149.3914182049033,afternoon,2.0
35,site1,161.24142705236295,afternoon,3.0
36,site1,159.781185314882,afternoon,3.0
37,site1,154.40226815799852,afternoon,3.0
38,site1,159.30794276335754,afternoon,3.0
39,site1,154.10159877791142,afternoon,3.0
40,site1,162.07746432772578,afternoon,3.0
41,site1,158.4909162905092,afternoon,3.0
42,site1,138.43107073451102,afternoon,2.0
43,site1,157.5333734583148,afternoon,3.0
44,site1,167.4136038403012,afternoon,4.0
45,site1,168.0471955993339,afternoon,4.0
46,site1,153.57921605940837,afternoon,3.0
47,site1,134.02787735406628,afternoon,2.0
48,site1,147.67158757743888,afternoon,2.0
49,site1,157.44093490113133,afternoon,3.0
50,site1,139.43589074294263,afternoon,2.0
51,site1,154.57873711915073,afternoon,3.0
52,site1,156.2208227192467,afternoon,3.0
53,site1,155.93343860166422,afternoon,3.0
54,site1,140.96276938360242,afternoon,2.0
55,site1,136.60377238818262,afternoon,2.0
56,site1,147.73373407890375,afternoon,2.0
57,site1,164.21903024405358,afternoon,4.0
58,site1,160.08869516962582,afternoon,3.0
59,site1,143.2317335386337,afternoon,2.0
60,site1,160.73549818306896,afternoon,3.0
61,site1,134.74038992978703,afternoon,2.0
62,site1,144.11926487457356,afternoon,2.0
63,site1,153.81690845097236,afternoon,3.0
64,site1,172.04804137408638,afternoon,4.0
65,site1,142.62797142544062,afternoon,2.0
66,site1,151.31025927899213,afternoon,3.0
67,site1,157.56560121010946,afternoon,3.0
68,site1,139.26876857541458,afternoon,2.0
69,site1,159.0231088337707,afternoon,3.0
70,site1,156.84305829641508,afternoon,3.0
71,site1,155.59945956822472,afternoon,3.0
72,site1,139.09082848962842,afternoon,2.0
73,site1,144.27825065866506,afternoon,2.0
74,site1,150.58800396925614,afternoon,3.0
75,site1,144.36179032561313,afternoon,2.0
76,site1,148.9244572015096,afternoon,2.0
77,site1,151.90653995706882,afternoon,3.0
78,site1,145.79631690653548,afternoon,2.0
79,site1,149.11678649457733,afternoon,2.0
80,site1,148.7664224108914,afternoon,2.0
81,site1,129.0288559172863,afternoon,2.0
82,site1,139.7416684367025,afternoon,2.0
83,site1,147.43095967240595,afternoon,2.0
84,site1,152.76544103287796,afternoon,3.0
85,site1,146.69430387618274,afternoon,2.0
86,site1,151.05385270913357,afternoon,3.0
87,site1,170.41110107628225,afternoon,4.0
88,site1,141.0607177554351,afternoon,2.0
89,site1,137.80103028910645,afternoon,2.0
90,site1,144.70542882947225,afternoon,2.0
91,site1,155.12242677869827,afternoon,3.0
92,site1,158.03516734963364,afternoon,3.0
93,site1,142.55319600060227,afternoon,2.0
94,site1,155.64999930558872,afternoon,3.0
95,site1,148.0317693414076,afternoon,2.0
96,site1,175.56253567351817,afternoon,4.0
97,site1,159.2003116686789,afternoon,3.0
98,site1,134.74994270564292,afternoon,2.0
99,site1,142.55207639686944,afternoon,2.0
100,site1,143.49349555227724,afternoon,2.0
101,site1,158.0487044323486,afternoon,3.0
102,site1,155.18931336039003,afternoon,3.0
103,site1,149.66636097176377,afternoon,2.0
104,site1,157.10482330489995,afternoon,3.0
105,site1,150.62291298518912,afternoon,3.0
106,site1,167.00686135505978,afternoon,4.0
107,site1,163.32678621180312,afternoon,4.0
108,site1,145.66192195156887,afternoon,2.0
109,site1,157.17021487019082,afternoon,3.0
110,site1,148.64877273738884,afternoon,2.0
111,site1,148.96917777049916,afternoon,2.0
112,site1,168.91418432852203,afternoon,4.0
113,site1,169.146848399985,afternoon,4.0
114,site1,144.98189382722182,afternoon,2.0
115,site1,143.2852487168297,afternoon,2.0
116,site1,158.88980230444258,afternoon,3.0
117,site1,140.72957359443194,afternoon,2.0
118,site1,142.22450637865754,afternoon,2.0
119,site1,143.8097032172315,afternoon,2.0
